time	frequency	count
Sun	0.12302070645554203	101
Mon	0.1656516443361754	136
Tue	0.1814859926918392	149
Wed	0.1656516443361754	136
Thu	0.13032886723507917	107
Fri	0.10475030450669914	86
Sat	0.12911084043848964	106
