time	frequency	count
Sun	0.09314775160599571	87
Mon	0.13597430406852248	127
Tue	0.21092077087794434	197
Wed	0.19700214132762311	184
Thu	0.16809421841541755	157
Fri	0.10920770877944326	102
Sat	0.08565310492505353	80
