time	frequency	count
Sun	0.025423728813559324	3
Mon	0.07627118644067797	9
Tue	0.1016949152542373	12
Wed	0.3644067796610169	43
Thu	0.288135593220339	34
Fri	0.07627118644067797	9
Sat	0.06779661016949153	8
