time	frequency	count
Sun	0.03558718861209965	10
Mon	0.15658362989323843	44
Tue	0.2526690391459075	71
Wed	0.29537366548042704	83
Thu	0.18149466192170818	51
Fri	0.06405693950177936	18
Sat	0.014234875444839857	4
