time	frequency	count
Sun	0.12694877505567928	114
Mon	0.11804008908685969	106
Tue	0.17706013363028952	159
Wed	0.19265033407572382	173
Thu	0.155902004454343	140
Fri	0.13697104677060135	123
Sat	0.09242761692650334	83
